iter	Logloss
730	0.5641727378
731	0.5641513324
732	0.5641376088
733	0.5641187907
734	0.5641020094
735	0.5640914054
736	0.5640779915
737	0.5640591603
738	0.5640520421
739	0.5640376421
740	0.5640252861
741	0.5640139339
742	0.5640073759
743	0.5640007177
744	0.5639944006
745	0.5639854271
746	0.5639680196
747	0.5639571634
748	0.563944353
749	0.5639375556
750	0.5639305862
751	0.5639244915
752	0.5639143742
753	0.5639060444
754	0.5638921368
755	0.5638863555
756	0.5638627081
757	0.5638383824
758	0.5638285674
759	0.5638175931
760	0.5638094045
761	0.5637939087
762	0.5637740469
763	0.5637514767
764	0.5637466429
765	0.5637336024
766	0.5637248191
767	0.5637098359
768	0.5636909078
769	0.5636820728
770	0.5636724077
771	0.563666807
772	0.5636477292
773	0.5636272461
774	0.5636175637
775	0.5635999106
776	0.5635884262
777	0.5635737303
778	0.5635643531
779	0.5635564611
780	0.5635416896
781	0.5635242667
782	0.5635102585
783	0.5634925796
784	0.5634736104
785	0.5634562677
786	0.5634446199
787	0.5634343439
788	0.5634193625
789	0.5634048975
790	0.5633897492
791	0.5633774053
792	0.5633645206
793	0.5633490093
794	0.5633377498
795	0.5633134879
796	0.5633018627
797	0.563291505
798	0.5632753594
799	0.5632582164
800	0.5632482683
801	0.5632359747
802	0.5632237118
803	0.5631979826
804	0.5631928625
805	0.563179173
806	0.5631589357
807	0.5631365523
808	0.5631220227
809	0.5631047286
810	0.563097066
811	0.5630851228
812	0.5630780708
813	0.5630681589
814	0.5630605413
815	0.5630485409
816	0.5630195907
817	0.5630085028
818	0.5630019035
819	0.5629771789
820	0.5629605679
821	0.5629485506
822	0.562939067
823	0.5629345495
824	0.5629250839
825	0.5629104628
826	0.5629005348
827	0.5628829195
828	0.5628658165
829	0.5628528023
830	0.56284156
831	0.5628156258
832	0.5628078294
833	0.5627965885
834	0.5627705695
835	0.562759778
836	0.5627477905
837	0.562735992
838	0.562729266
839	0.5627196079
840	0.562709083
841	0.5626991707
842	0.5626866992
843	0.562670442
844	0.5626645487
845	0.562650809
846	0.5626415911
847	0.5626297239
848	0.5626253204
849	0.5626151336
850	0.5626060704
851	0.5625922203
852	0.5625815605
853	0.5625710901
854	0.5625538062
855	0.562545692
856	0.5625349226
857	0.5625258538
858	0.5625100255
859	0.5624902803
860	0.562473775
861	0.5624618346
862	0.5624415899
863	0.562426735
864	0.562416046
865	0.5624062379
866	0.5623943535
867	0.5623822641
868	0.5623714645
869	0.5623619788
870	0.5623517841
871	0.5623279373
872	0.5623151032
873	0.5622967382
874	0.5622824653
875	0.5622664037
876	0.5622515172
877	0.5622333482
878	0.5622140262
879	0.5621951954
880	0.5621845759
881	0.5621716729
882	0.5621582808
883	0.5621428894
884	0.5621179885
885	0.562102149
886	0.5620887644
887	0.5620721561
888	0.5620617521
889	0.5620465995
890	0.5620359659
891	0.5620216749
892	0.5620108876
893	0.562002313
894	0.5619782106
895	0.5619570204
896	0.5619402331
897	0.5619166808
898	0.5619054728
899	0.5618894461
900	0.5618804488
901	0.5618672886
902	0.5618550025
903	0.5618483316
904	0.5618295476
905	0.5618075646
906	0.5617936837
907	0.5617795353
908	0.5617678608
909	0.5617586469
910	0.5617487951
911	0.5617266251
912	0.5617064649
913	0.561680364
914	0.5616772892
915	0.5616525096
916	0.561643748
917	0.5616313486
918	0.561617692
919	0.5615965298
920	0.561580228
921	0.5615712996
922	0.5615554869
923	0.5615450193
924	0.5615250855
925	0.5615018185
926	0.5614920145
927	0.5614799111
928	0.5614712483
929	0.5614568625
930	0.5614468051
931	0.5614404313
932	0.5614191223
933	0.5614064521
934	0.5613845247
935	0.5613645581
936	0.5613512898
937	0.5613449407
938	0.5613343673
939	0.5613260162
940	0.56131698
941	0.5613053992
942	0.5612879746
943	0.561272983
944	0.5612535103
945	0.5612451256
946	0.5612330943
947	0.5612235668
948	0.561207578
949	0.5611925253
950	0.5611779236
951	0.5611660867
952	0.5611528063
953	0.5611495302
954	0.5611413176
955	0.5611232374
956	0.5611041188
957	0.5610911885
958	0.5610761507
959	0.5610593956
960	0.561049697
961	0.5610320313
962	0.5610264976
963	0.5610161468
964	0.5609864043
965	0.5609599073
966	0.5609409873
967	0.5609370963
968	0.5609214187
969	0.5609078578
970	0.5608965669
971	0.560887365
972	0.560876182
973	0.5608698751
974	0.5608506342
975	0.5608361455
976	0.560826548
977	0.5608150551
978	0.5607880644
979	0.5607751464
980	0.560753343
981	0.560745406
982	0.5607399387
983	0.5607269742
984	0.5607168805
985	0.5607007813
986	0.5606844747
987	0.5606668645
988	0.5606481022
989	0.560625285
990	0.5606060243
991	0.5605943772
992	0.5605828863
993	0.5605730962
994	0.5605585527
995	0.5605487558
996	0.560544665
997	0.560532788
998	0.5605200192
999	0.5605006572
